case_id,base_case_id,current_level,current_profile,fault_terminal,fault_site,fault_component,representative_fault_node,component_type,fault_type,severity,service_years,ambient_temp,vent_state,door_state,t_fault_start,circuit_id,supply_mode,source_voltage_nominal,upstream_path_resistance,fault_x_mm,fault_y_mm,fault_z_mm,surface_area,conv_hA,heat_capacity,fuel_mass,burn_rate,contact_ceiling,contact_loosen_scale,oxide_scale,arc_voltage_base,arc_field_v_per_mm,k_arc_ayrton,arc_growth_coeff,arc_rebridge_coeff,arc_energy_zone_low,arc_energy_zone_high,gas_ignition_threshold,min_ignition_duration,min_arc_hold_current,spread_plume_scale,spread_harness_scale,spread_exposure_gain,spread_gas_threshold_scale,spread_temp_threshold_scale,spread_heat_threshold_scale,spread_exposure_threshold_scale,min_spread_signals,spread_current_floor,spread_current_ref_a,spread_current_span_a,ac_source_phase,ac_extinction_voltage,ac_restrike_voltage,ac_reignition_overshoot,ac_phase_extinction_band,seed
CASE_01164,DC_CONSTANT,15.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,5.0,26.0,off,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1164002
CASE_01165,DC_CONSTANT,15.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,10.0,26.0,normal,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1165000
CASE_01166,DC_CONSTANT,15.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,10.0,26.0,normal,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1166001
CASE_01167,DC_CONSTANT,15.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,10.0,26.0,normal,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1167002
CASE_01168,DC_CONSTANT,15.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,10.0,26.0,reduced,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1168000
CASE_01169,DC_CONSTANT,15.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,10.0,26.0,reduced,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1169001
CASE_01170,DC_CONSTANT,15.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,10.0,26.0,reduced,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1170002
CASE_01171,DC_CONSTANT,15.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,10.0,26.0,forced,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1171000
CASE_01172,DC_CONSTANT,15.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,10.0,26.0,forced,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1172001
CASE_01173,DC_CONSTANT,15.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,10.0,26.0,forced,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1173002
CASE_01174,DC_CONSTANT,15.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,10.0,26.0,off,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1174000
CASE_01175,DC_CONSTANT,15.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,10.0,26.0,off,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1175001
CASE_01176,DC_CONSTANT,15.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,10.0,26.0,off,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1176002
CASE_01177,DC_CONSTANT,15.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,20.0,26.0,normal,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1177000
CASE_01178,DC_CONSTANT,15.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,20.0,26.0,normal,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1178001
CASE_01179,DC_CONSTANT,15.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,20.0,26.0,normal,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1179002
CASE_01180,DC_CONSTANT,15.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,20.0,26.0,reduced,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1180000
CASE_01181,DC_CONSTANT,15.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,20.0,26.0,reduced,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1181001
CASE_01182,DC_CONSTANT,15.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,20.0,26.0,reduced,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1182002
CASE_01183,DC_CONSTANT,15.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,20.0,26.0,forced,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1183000
CASE_01184,DC_CONSTANT,15.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,20.0,26.0,forced,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1184001
CASE_01185,DC_CONSTANT,15.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,20.0,26.0,forced,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1185002
CASE_01186,DC_CONSTANT,15.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,20.0,26.0,off,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1186000
CASE_01187,DC_CONSTANT,15.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,20.0,26.0,off,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1187001
CASE_01188,DC_CONSTANT,15.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,20.0,26.0,off,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1188002
CASE_01189,DC_CONSTANT,15.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,30.0,26.0,normal,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1189000
CASE_01190,DC_CONSTANT,15.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,30.0,26.0,normal,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1190001
CASE_01191,DC_CONSTANT,15.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,30.0,26.0,normal,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1191002
CASE_01192,DC_CONSTANT,15.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,30.0,26.0,reduced,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1192000
CASE_01193,DC_CONSTANT,15.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,30.0,26.0,reduced,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1193001
CASE_01194,DC_CONSTANT,15.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,30.0,26.0,reduced,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1194002
CASE_01195,DC_CONSTANT,15.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,30.0,26.0,forced,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1195000
CASE_01196,DC_CONSTANT,15.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,30.0,26.0,forced,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1196001
CASE_01197,DC_CONSTANT,15.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,30.0,26.0,forced,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1197002
CASE_01198,DC_CONSTANT,15.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,30.0,26.0,off,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1198000
CASE_01199,DC_CONSTANT,15.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,30.0,26.0,off,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1199001
CASE_01200,DC_CONSTANT,15.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,30.0,26.0,off,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1200002
CASE_01201,DC_CONSTANT,20.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,0.0,26.0,normal,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1201000
CASE_01202,DC_CONSTANT,20.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,0.0,26.0,normal,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1202001
CASE_01203,DC_CONSTANT,20.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,0.0,26.0,normal,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1203002
CASE_01204,DC_CONSTANT,20.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,0.0,26.0,reduced,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1204000
CASE_01205,DC_CONSTANT,20.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,0.0,26.0,reduced,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1205001
CASE_01206,DC_CONSTANT,20.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,0.0,26.0,reduced,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1206002
CASE_01207,DC_CONSTANT,20.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,0.0,26.0,forced,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1207000
CASE_01208,DC_CONSTANT,20.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,0.0,26.0,forced,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1208001
CASE_01209,DC_CONSTANT,20.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,0.0,26.0,forced,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1209002
CASE_01210,DC_CONSTANT,20.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,0.0,26.0,off,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1210000
CASE_01211,DC_CONSTANT,20.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,0.0,26.0,off,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1211001
CASE_01212,DC_CONSTANT,20.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,0.0,26.0,off,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1212002
CASE_01213,DC_CONSTANT,20.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,5.0,26.0,normal,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1213000
CASE_01214,DC_CONSTANT,20.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,5.0,26.0,normal,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1214001
CASE_01215,DC_CONSTANT,20.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,5.0,26.0,normal,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1215002
CASE_01216,DC_CONSTANT,20.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,5.0,26.0,reduced,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1216000
CASE_01217,DC_CONSTANT,20.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,5.0,26.0,reduced,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1217001
CASE_01218,DC_CONSTANT,20.0,constant,X1,X1,X1,X1_1,terminal_block,poor_contact,0.75,5.0,26.0,reduced,closed,120.0,DC_LOOP,DC,110.0,0.012,612.0,328.0,835.0,0.005,0.05,55.0,9.0,0.06,0.45,1.15,1.1,17.0,8.4,14.0,0.0038,0.12,520.0,1180.0,16.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,7.0,38.0,6.0,0.12,1218002
