"case_id","fault_terminal","component_type","supply_mode","current_level","service_years","vent_state","door_state","current_profile","ambient_temp","severity","seed"
"CASE_01486","X2","terminal_block","AC","2.0","20.0","off","closed","constant","26.0","0.75","1486000"
"CASE_01487","X2","terminal_block","AC","2.0","20.0","off","closed","constant","26.0","0.75","1487001"
"CASE_01488","X2","terminal_block","AC","2.0","20.0","off","closed","constant","26.0","0.75","1488002"
"CASE_01489","X2","terminal_block","AC","2.0","30.0","normal","closed","constant","26.0","0.75","1489000"
"CASE_01490","X2","terminal_block","AC","2.0","30.0","normal","closed","constant","26.0","0.75","1490001"
"CASE_01491","X2","terminal_block","AC","2.0","30.0","normal","closed","constant","26.0","0.75","1491002"
"CASE_01492","X2","terminal_block","AC","2.0","30.0","reduced","closed","constant","26.0","0.75","1492000"
"CASE_01493","X2","terminal_block","AC","2.0","30.0","reduced","closed","constant","26.0","0.75","1493001"
"CASE_01494","X2","terminal_block","AC","2.0","30.0","reduced","closed","constant","26.0","0.75","1494002"
"CASE_01495","X2","terminal_block","AC","2.0","30.0","forced","closed","constant","26.0","0.75","1495000"
"CASE_01496","X2","terminal_block","AC","2.0","30.0","forced","closed","constant","26.0","0.75","1496001"
"CASE_01497","X2","terminal_block","AC","2.0","30.0","forced","closed","constant","26.0","0.75","1497002"
"CASE_01498","X2","terminal_block","AC","2.0","30.0","off","closed","constant","26.0","0.75","1498000"
"CASE_01499","X2","terminal_block","AC","2.0","30.0","off","closed","constant","26.0","0.75","1499001"
"CASE_01500","X2","terminal_block","AC","2.0","30.0","off","closed","constant","26.0","0.75","1500002"
"CASE_01501","X2","terminal_block","AC","5.0","0.0","normal","closed","constant","26.0","0.75","1501000"
"CASE_01502","X2","terminal_block","AC","5.0","0.0","normal","closed","constant","26.0","0.75","1502001"
"CASE_01503","X2","terminal_block","AC","5.0","0.0","normal","closed","constant","26.0","0.75","1503002"
"CASE_01504","X2","terminal_block","AC","5.0","0.0","reduced","closed","constant","26.0","0.75","1504000"
"CASE_01505","X2","terminal_block","AC","5.0","0.0","reduced","closed","constant","26.0","0.75","1505001"
"CASE_01506","X2","terminal_block","AC","5.0","0.0","reduced","closed","constant","26.0","0.75","1506002"
"CASE_01507","X2","terminal_block","AC","5.0","0.0","forced","closed","constant","26.0","0.75","1507000"
"CASE_01508","X2","terminal_block","AC","5.0","0.0","forced","closed","constant","26.0","0.75","1508001"
"CASE_01509","X2","terminal_block","AC","5.0","0.0","forced","closed","constant","26.0","0.75","1509002"
"CASE_01510","X2","terminal_block","AC","5.0","0.0","off","closed","constant","26.0","0.75","1510000"
"CASE_01511","X2","terminal_block","AC","5.0","0.0","off","closed","constant","26.0","0.75","1511001"
"CASE_01512","X2","terminal_block","AC","5.0","0.0","off","closed","constant","26.0","0.75","1512002"
"CASE_01513","X2","terminal_block","AC","5.0","5.0","normal","closed","constant","26.0","0.75","1513000"
"CASE_01514","X2","terminal_block","AC","5.0","5.0","normal","closed","constant","26.0","0.75","1514001"
"CASE_01515","X2","terminal_block","AC","5.0","5.0","normal","closed","constant","26.0","0.75","1515002"
"CASE_01516","X2","terminal_block","AC","5.0","5.0","reduced","closed","constant","26.0","0.75","1516000"
"CASE_01517","X2","terminal_block","AC","5.0","5.0","reduced","closed","constant","26.0","0.75","1517001"
"CASE_01518","X2","terminal_block","AC","5.0","5.0","reduced","closed","constant","26.0","0.75","1518002"
"CASE_01519","X2","terminal_block","AC","5.0","5.0","forced","closed","constant","26.0","0.75","1519000"
"CASE_01520","X2","terminal_block","AC","5.0","5.0","forced","closed","constant","26.0","0.75","1520001"
"CASE_01521","X2","terminal_block","AC","5.0","5.0","forced","closed","constant","26.0","0.75","1521002"
"CASE_01522","X2","terminal_block","AC","5.0","5.0","off","closed","constant","26.0","0.75","1522000"
"CASE_01523","X2","terminal_block","AC","5.0","5.0","off","closed","constant","26.0","0.75","1523001"
"CASE_01524","X2","terminal_block","AC","5.0","5.0","off","closed","constant","26.0","0.75","1524002"
"CASE_01525","X2","terminal_block","AC","5.0","10.0","normal","closed","constant","26.0","0.75","1525000"
"CASE_01526","X2","terminal_block","AC","5.0","10.0","normal","closed","constant","26.0","0.75","1526001"
"CASE_01527","X2","terminal_block","AC","5.0","10.0","normal","closed","constant","26.0","0.75","1527002"
"CASE_01528","X2","terminal_block","AC","5.0","10.0","reduced","closed","constant","26.0","0.75","1528000"
"CASE_01529","X2","terminal_block","AC","5.0","10.0","reduced","closed","constant","26.0","0.75","1529001"
"CASE_01530","X2","terminal_block","AC","5.0","10.0","reduced","closed","constant","26.0","0.75","1530002"
"CASE_01531","X2","terminal_block","AC","5.0","10.0","forced","closed","constant","26.0","0.75","1531000"
"CASE_01532","X2","terminal_block","AC","5.0","10.0","forced","closed","constant","26.0","0.75","1532001"
"CASE_01533","X2","terminal_block","AC","5.0","10.0","forced","closed","constant","26.0","0.75","1533002"
"CASE_01534","X2","terminal_block","AC","5.0","10.0","off","closed","constant","26.0","0.75","1534000"
"CASE_01535","X2","terminal_block","AC","5.0","10.0","off","closed","constant","26.0","0.75","1535001"
"CASE_01536","X2","terminal_block","AC","5.0","10.0","off","closed","constant","26.0","0.75","1536002"
"CASE_01537","X2","terminal_block","AC","5.0","20.0","normal","closed","constant","26.0","0.75","1537000"
"CASE_01538","X2","terminal_block","AC","5.0","20.0","normal","closed","constant","26.0","0.75","1538001"
"CASE_01539","X2","terminal_block","AC","5.0","20.0","normal","closed","constant","26.0","0.75","1539002"
"CASE_01540","X2","terminal_block","AC","5.0","20.0","reduced","closed","constant","26.0","0.75","1540000"
"CASE_01541","X2","terminal_block","AC","5.0","20.0","reduced","closed","constant","26.0","0.75","1541001"
"CASE_01542","X2","terminal_block","AC","5.0","20.0","reduced","closed","constant","26.0","0.75","1542002"
"CASE_01543","X2","terminal_block","AC","5.0","20.0","forced","closed","constant","26.0","0.75","1543000"
"CASE_01544","X2","terminal_block","AC","5.0","20.0","forced","closed","constant","26.0","0.75","1544001"
"CASE_01545","X2","terminal_block","AC","5.0","20.0","forced","closed","constant","26.0","0.75","1545002"
"CASE_01546","X2","terminal_block","AC","5.0","20.0","off","closed","constant","26.0","0.75","1546000"
"CASE_01547","X2","terminal_block","AC","5.0","20.0","off","closed","constant","26.0","0.75","1547001"
"CASE_01548","X2","terminal_block","AC","5.0","20.0","off","closed","constant","26.0","0.75","1548002"
"CASE_01549","X2","terminal_block","AC","5.0","30.0","normal","closed","constant","26.0","0.75","1549000"
"CASE_01550","X2","terminal_block","AC","5.0","30.0","normal","closed","constant","26.0","0.75","1550001"
"CASE_01551","X2","terminal_block","AC","5.0","30.0","normal","closed","constant","26.0","0.75","1551002"
"CASE_01552","X2","terminal_block","AC","5.0","30.0","reduced","closed","constant","26.0","0.75","1552000"
"CASE_01553","X2","terminal_block","AC","5.0","30.0","reduced","closed","constant","26.0","0.75","1553001"
"CASE_01554","X2","terminal_block","AC","5.0","30.0","reduced","closed","constant","26.0","0.75","1554002"
"CASE_01555","X2","terminal_block","AC","5.0","30.0","forced","closed","constant","26.0","0.75","1555000"
"CASE_01556","X2","terminal_block","AC","5.0","30.0","forced","closed","constant","26.0","0.75","1556001"
"CASE_01557","X2","terminal_block","AC","5.0","30.0","forced","closed","constant","26.0","0.75","1557002"
"CASE_01558","X2","terminal_block","AC","5.0","30.0","off","closed","constant","26.0","0.75","1558000"
"CASE_01559","X2","terminal_block","AC","5.0","30.0","off","closed","constant","26.0","0.75","1559001"
"CASE_01560","X2","terminal_block","AC","5.0","30.0","off","closed","constant","26.0","0.75","1560002"
"CASE_01561","X2","terminal_block","AC","10.0","0.0","normal","closed","constant","26.0","0.75","1561000"
"CASE_01562","X2","terminal_block","AC","10.0","0.0","normal","closed","constant","26.0","0.75","1562001"
"CASE_01563","X2","terminal_block","AC","10.0","0.0","normal","closed","constant","26.0","0.75","1563002"
"CASE_01564","X2","terminal_block","AC","10.0","0.0","reduced","closed","constant","26.0","0.75","1564000"
"CASE_01565","X2","terminal_block","AC","10.0","0.0","reduced","closed","constant","26.0","0.75","1565001"
"CASE_01566","X2","terminal_block","AC","10.0","0.0","reduced","closed","constant","26.0","0.75","1566002"
"CASE_01567","X2","terminal_block","AC","10.0","0.0","forced","closed","constant","26.0","0.75","1567000"
"CASE_01568","X2","terminal_block","AC","10.0","0.0","forced","closed","constant","26.0","0.75","1568001"
"CASE_01569","X2","terminal_block","AC","10.0","0.0","forced","closed","constant","26.0","0.75","1569002"
"CASE_01570","X2","terminal_block","AC","10.0","0.0","off","closed","constant","26.0","0.75","1570000"
"CASE_01571","X2","terminal_block","AC","10.0","0.0","off","closed","constant","26.0","0.75","1571001"
"CASE_01572","X2","terminal_block","AC","10.0","0.0","off","closed","constant","26.0","0.75","1572002"
"CASE_01573","X2","terminal_block","AC","10.0","5.0","normal","closed","constant","26.0","0.75","1573000"
"CASE_01574","X2","terminal_block","AC","10.0","5.0","normal","closed","constant","26.0","0.75","1574001"
"CASE_01575","X2","terminal_block","AC","10.0","5.0","normal","closed","constant","26.0","0.75","1575002"
"CASE_01576","X2","terminal_block","AC","10.0","5.0","reduced","closed","constant","26.0","0.75","1576000"
"CASE_01577","X2","terminal_block","AC","10.0","5.0","reduced","closed","constant","26.0","0.75","1577001"
"CASE_01578","X2","terminal_block","AC","10.0","5.0","reduced","closed","constant","26.0","0.75","1578002"
"CASE_01579","X2","terminal_block","AC","10.0","5.0","forced","closed","constant","26.0","0.75","1579000"
"CASE_01580","X2","terminal_block","AC","10.0","5.0","forced","closed","constant","26.0","0.75","1580001"
"CASE_01581","X2","terminal_block","AC","10.0","5.0","forced","closed","constant","26.0","0.75","1581002"
"CASE_01582","X2","terminal_block","AC","10.0","5.0","off","closed","constant","26.0","0.75","1582000"
"CASE_01583","X2","terminal_block","AC","10.0","5.0","off","closed","constant","26.0","0.75","1583001"
"CASE_01584","X2","terminal_block","AC","10.0","5.0","off","closed","constant","26.0","0.75","1584002"
"CASE_01585","X2","terminal_block","AC","10.0","10.0","normal","closed","constant","26.0","0.75","1585000"
"CASE_01586","X2","terminal_block","AC","10.0","10.0","normal","closed","constant","26.0","0.75","1586001"
"CASE_01587","X2","terminal_block","AC","10.0","10.0","normal","closed","constant","26.0","0.75","1587002"
"CASE_01588","X2","terminal_block","AC","10.0","10.0","reduced","closed","constant","26.0","0.75","1588000"
"CASE_01589","X2","terminal_block","AC","10.0","10.0","reduced","closed","constant","26.0","0.75","1589001"
"CASE_01590","X2","terminal_block","AC","10.0","10.0","reduced","closed","constant","26.0","0.75","1590002"
"CASE_01591","X2","terminal_block","AC","10.0","10.0","forced","closed","constant","26.0","0.75","1591000"
"CASE_01592","X2","terminal_block","AC","10.0","10.0","forced","closed","constant","26.0","0.75","1592001"
"CASE_01593","X2","terminal_block","AC","10.0","10.0","forced","closed","constant","26.0","0.75","1593002"
"CASE_01594","X2","terminal_block","AC","10.0","10.0","off","closed","constant","26.0","0.75","1594000"
"CASE_01595","X2","terminal_block","AC","10.0","10.0","off","closed","constant","26.0","0.75","1595001"
"CASE_01596","X2","terminal_block","AC","10.0","10.0","off","closed","constant","26.0","0.75","1596002"
"CASE_01597","X2","terminal_block","AC","10.0","20.0","normal","closed","constant","26.0","0.75","1597000"
"CASE_01598","X2","terminal_block","AC","10.0","20.0","normal","closed","constant","26.0","0.75","1598001"
"CASE_01599","X2","terminal_block","AC","10.0","20.0","normal","closed","constant","26.0","0.75","1599002"
"CASE_01600","X2","terminal_block","AC","10.0","20.0","reduced","closed","constant","26.0","0.75","1600000"
"CASE_01601","X2","terminal_block","AC","10.0","20.0","reduced","closed","constant","26.0","0.75","1601001"
"CASE_01602","X2","terminal_block","AC","10.0","20.0","reduced","closed","constant","26.0","0.75","1602002"
"CASE_01603","X2","terminal_block","AC","10.0","20.0","forced","closed","constant","26.0","0.75","1603000"
"CASE_01604","X2","terminal_block","AC","10.0","20.0","forced","closed","constant","26.0","0.75","1604001"
"CASE_01605","X2","terminal_block","AC","10.0","20.0","forced","closed","constant","26.0","0.75","1605002"
"CASE_01606","X2","terminal_block","AC","10.0","20.0","off","closed","constant","26.0","0.75","1606000"
"CASE_01607","X2","terminal_block","AC","10.0","20.0","off","closed","constant","26.0","0.75","1607001"
"CASE_01608","X2","terminal_block","AC","10.0","20.0","off","closed","constant","26.0","0.75","1608002"
"CASE_01609","X2","terminal_block","AC","10.0","30.0","normal","closed","constant","26.0","0.75","1609000"
"CASE_01610","X2","terminal_block","AC","10.0","30.0","normal","closed","constant","26.0","0.75","1610001"
"CASE_01611","X2","terminal_block","AC","10.0","30.0","normal","closed","constant","26.0","0.75","1611002"
"CASE_01612","X2","terminal_block","AC","10.0","30.0","reduced","closed","constant","26.0","0.75","1612000"
"CASE_01613","X2","terminal_block","AC","10.0","30.0","reduced","closed","constant","26.0","0.75","1613001"
"CASE_01614","X2","terminal_block","AC","10.0","30.0","reduced","closed","constant","26.0","0.75","1614002"
"CASE_01615","X2","terminal_block","AC","10.0","30.0","forced","closed","constant","26.0","0.75","1615000"
"CASE_01616","X2","terminal_block","AC","10.0","30.0","forced","closed","constant","26.0","0.75","1616001"
"CASE_01617","X2","terminal_block","AC","10.0","30.0","forced","closed","constant","26.0","0.75","1617002"
"CASE_01618","X2","terminal_block","AC","10.0","30.0","off","closed","constant","26.0","0.75","1618000"
"CASE_01619","X2","terminal_block","AC","10.0","30.0","off","closed","constant","26.0","0.75","1619001"
"CASE_01620","X2","terminal_block","AC","10.0","30.0","off","closed","constant","26.0","0.75","1620002"
"CASE_01621","X2","terminal_block","AC","15.0","0.0","normal","closed","constant","26.0","0.75","1621000"
"CASE_01622","X2","terminal_block","AC","15.0","0.0","normal","closed","constant","26.0","0.75","1622001"
"CASE_01623","X2","terminal_block","AC","15.0","0.0","normal","closed","constant","26.0","0.75","1623002"
"CASE_01624","X2","terminal_block","AC","15.0","0.0","reduced","closed","constant","26.0","0.75","1624000"
"CASE_01625","X2","terminal_block","AC","15.0","0.0","reduced","closed","constant","26.0","0.75","1625001"
"CASE_01626","X2","terminal_block","AC","15.0","0.0","reduced","closed","constant","26.0","0.75","1626002"
"CASE_01627","X2","terminal_block","AC","15.0","0.0","forced","closed","constant","26.0","0.75","1627000"
"CASE_01628","X2","terminal_block","AC","15.0","0.0","forced","closed","constant","26.0","0.75","1628001"
"CASE_01629","X2","terminal_block","AC","15.0","0.0","forced","closed","constant","26.0","0.75","1629002"
"CASE_01630","X2","terminal_block","AC","15.0","0.0","off","closed","constant","26.0","0.75","1630000"
"CASE_01631","X2","terminal_block","AC","15.0","0.0","off","closed","constant","26.0","0.75","1631001"
"CASE_01632","X2","terminal_block","AC","15.0","0.0","off","closed","constant","26.0","0.75","1632002"
"CASE_01633","X2","terminal_block","AC","15.0","5.0","normal","closed","constant","26.0","0.75","1633000"
"CASE_01634","X2","terminal_block","AC","15.0","5.0","normal","closed","constant","26.0","0.75","1634001"
"CASE_01635","X2","terminal_block","AC","15.0","5.0","normal","closed","constant","26.0","0.75","1635002"
"CASE_01636","X2","terminal_block","AC","15.0","5.0","reduced","closed","constant","26.0","0.75","1636000"
"CASE_01637","X2","terminal_block","AC","15.0","5.0","reduced","closed","constant","26.0","0.75","1637001"
"CASE_01638","X2","terminal_block","AC","15.0","5.0","reduced","closed","constant","26.0","0.75","1638002"
"CASE_01639","X2","terminal_block","AC","15.0","5.0","forced","closed","constant","26.0","0.75","1639000"
"CASE_01640","X2","terminal_block","AC","15.0","5.0","forced","closed","constant","26.0","0.75","1640001"
"CASE_01641","X2","terminal_block","AC","15.0","5.0","forced","closed","constant","26.0","0.75","1641002"
"CASE_01642","X2","terminal_block","AC","15.0","5.0","off","closed","constant","26.0","0.75","1642000"
"CASE_01643","X2","terminal_block","AC","15.0","5.0","off","closed","constant","26.0","0.75","1643001"
"CASE_01644","X2","terminal_block","AC","15.0","5.0","off","closed","constant","26.0","0.75","1644002"
"CASE_01645","X2","terminal_block","AC","15.0","10.0","normal","closed","constant","26.0","0.75","1645000"
"CASE_01646","X2","terminal_block","AC","15.0","10.0","normal","closed","constant","26.0","0.75","1646001"
"CASE_01647","X2","terminal_block","AC","15.0","10.0","normal","closed","constant","26.0","0.75","1647002"
"CASE_01648","X2","terminal_block","AC","15.0","10.0","reduced","closed","constant","26.0","0.75","1648000"
"CASE_01649","X2","terminal_block","AC","15.0","10.0","reduced","closed","constant","26.0","0.75","1649001"
"CASE_01650","X2","terminal_block","AC","15.0","10.0","reduced","closed","constant","26.0","0.75","1650002"
"CASE_01651","X2","terminal_block","AC","15.0","10.0","forced","closed","constant","26.0","0.75","1651000"
"CASE_01652","X2","terminal_block","AC","15.0","10.0","forced","closed","constant","26.0","0.75","1652001"
"CASE_01653","X2","terminal_block","AC","15.0","10.0","forced","closed","constant","26.0","0.75","1653002"
"CASE_01654","X2","terminal_block","AC","15.0","10.0","off","closed","constant","26.0","0.75","1654000"
"CASE_01655","X2","terminal_block","AC","15.0","10.0","off","closed","constant","26.0","0.75","1655001"
"CASE_01656","X2","terminal_block","AC","15.0","10.0","off","closed","constant","26.0","0.75","1656002"
"CASE_01657","X2","terminal_block","AC","15.0","20.0","normal","closed","constant","26.0","0.75","1657000"
"CASE_01658","X2","terminal_block","AC","15.0","20.0","normal","closed","constant","26.0","0.75","1658001"
"CASE_01659","X2","terminal_block","AC","15.0","20.0","normal","closed","constant","26.0","0.75","1659002"
"CASE_01660","X2","terminal_block","AC","15.0","20.0","reduced","closed","constant","26.0","0.75","1660000"
"CASE_01661","X2","terminal_block","AC","15.0","20.0","reduced","closed","constant","26.0","0.75","1661001"
"CASE_01662","X2","terminal_block","AC","15.0","20.0","reduced","closed","constant","26.0","0.75","1662002"
"CASE_01663","X2","terminal_block","AC","15.0","20.0","forced","closed","constant","26.0","0.75","1663000"
"CASE_01664","X2","terminal_block","AC","15.0","20.0","forced","closed","constant","26.0","0.75","1664001"
"CASE_01665","X2","terminal_block","AC","15.0","20.0","forced","closed","constant","26.0","0.75","1665002"
"CASE_01666","X2","terminal_block","AC","15.0","20.0","off","closed","constant","26.0","0.75","1666000"
"CASE_01667","X2","terminal_block","AC","15.0","20.0","off","closed","constant","26.0","0.75","1667001"
"CASE_01668","X2","terminal_block","AC","15.0","20.0","off","closed","constant","26.0","0.75","1668002"
"CASE_01669","X2","terminal_block","AC","15.0","30.0","normal","closed","constant","26.0","0.75","1669000"
"CASE_01670","X2","terminal_block","AC","15.0","30.0","normal","closed","constant","26.0","0.75","1670001"
"CASE_01671","X2","terminal_block","AC","15.0","30.0","normal","closed","constant","26.0","0.75","1671002"
"CASE_01672","X2","terminal_block","AC","15.0","30.0","reduced","closed","constant","26.0","0.75","1672000"
"CASE_01673","X2","terminal_block","AC","15.0","30.0","reduced","closed","constant","26.0","0.75","1673001"
"CASE_01674","X2","terminal_block","AC","15.0","30.0","reduced","closed","constant","26.0","0.75","1674002"
"CASE_01675","X2","terminal_block","AC","15.0","30.0","forced","closed","constant","26.0","0.75","1675000"
"CASE_01676","X2","terminal_block","AC","15.0","30.0","forced","closed","constant","26.0","0.75","1676001"
"CASE_01677","X2","terminal_block","AC","15.0","30.0","forced","closed","constant","26.0","0.75","1677002"
"CASE_01678","X2","terminal_block","AC","15.0","30.0","off","closed","constant","26.0","0.75","1678000"
"CASE_01679","X2","terminal_block","AC","15.0","30.0","off","closed","constant","26.0","0.75","1679001"
"CASE_01680","X2","terminal_block","AC","15.0","30.0","off","closed","constant","26.0","0.75","1680002"
"CASE_01681","X2","terminal_block","AC","20.0","0.0","normal","closed","constant","26.0","0.75","1681000"
"CASE_01682","X2","terminal_block","AC","20.0","0.0","normal","closed","constant","26.0","0.75","1682001"
"CASE_01683","X2","terminal_block","AC","20.0","0.0","normal","closed","constant","26.0","0.75","1683002"
"CASE_01684","X2","terminal_block","AC","20.0","0.0","reduced","closed","constant","26.0","0.75","1684000"
"CASE_01685","X2","terminal_block","AC","20.0","0.0","reduced","closed","constant","26.0","0.75","1685001"
"CASE_01686","X2","terminal_block","AC","20.0","0.0","reduced","closed","constant","26.0","0.75","1686002"
"CASE_01687","X2","terminal_block","AC","20.0","0.0","forced","closed","constant","26.0","0.75","1687000"
"CASE_01688","X2","terminal_block","AC","20.0","0.0","forced","closed","constant","26.0","0.75","1688001"
"CASE_01689","X2","terminal_block","AC","20.0","0.0","forced","closed","constant","26.0","0.75","1689002"
"CASE_01690","X2","terminal_block","AC","20.0","0.0","off","closed","constant","26.0","0.75","1690000"
"CASE_01691","X2","terminal_block","AC","20.0","0.0","off","closed","constant","26.0","0.75","1691001"
"CASE_01692","X2","terminal_block","AC","20.0","0.0","off","closed","constant","26.0","0.75","1692002"
"CASE_01693","X2","terminal_block","AC","20.0","5.0","normal","closed","constant","26.0","0.75","1693000"
"CASE_01694","X2","terminal_block","AC","20.0","5.0","normal","closed","constant","26.0","0.75","1694001"
"CASE_01695","X2","terminal_block","AC","20.0","5.0","normal","closed","constant","26.0","0.75","1695002"
"CASE_01696","X2","terminal_block","AC","20.0","5.0","reduced","closed","constant","26.0","0.75","1696000"
"CASE_01697","X2","terminal_block","AC","20.0","5.0","reduced","closed","constant","26.0","0.75","1697001"
"CASE_01698","X2","terminal_block","AC","20.0","5.0","reduced","closed","constant","26.0","0.75","1698002"
"CASE_01699","X2","terminal_block","AC","20.0","5.0","forced","closed","constant","26.0","0.75","1699000"
"CASE_01700","X2","terminal_block","AC","20.0","5.0","forced","closed","constant","26.0","0.75","1700001"
"CASE_01701","X2","terminal_block","AC","20.0","5.0","forced","closed","constant","26.0","0.75","1701002"
"CASE_01702","X2","terminal_block","AC","20.0","5.0","off","closed","constant","26.0","0.75","1702000"
"CASE_01703","X2","terminal_block","AC","20.0","5.0","off","closed","constant","26.0","0.75","1703001"
"CASE_01704","X2","terminal_block","AC","20.0","5.0","off","closed","constant","26.0","0.75","1704002"
"CASE_01705","X2","terminal_block","AC","20.0","10.0","normal","closed","constant","26.0","0.75","1705000"
"CASE_01706","X2","terminal_block","AC","20.0","10.0","normal","closed","constant","26.0","0.75","1706001"
"CASE_01707","X2","terminal_block","AC","20.0","10.0","normal","closed","constant","26.0","0.75","1707002"
"CASE_01708","X2","terminal_block","AC","20.0","10.0","reduced","closed","constant","26.0","0.75","1708000"
"CASE_01709","X2","terminal_block","AC","20.0","10.0","reduced","closed","constant","26.0","0.75","1709001"
"CASE_01710","X2","terminal_block","AC","20.0","10.0","reduced","closed","constant","26.0","0.75","1710002"
"CASE_01711","X2","terminal_block","AC","20.0","10.0","forced","closed","constant","26.0","0.75","1711000"
"CASE_01712","X2","terminal_block","AC","20.0","10.0","forced","closed","constant","26.0","0.75","1712001"
"CASE_01713","X2","terminal_block","AC","20.0","10.0","forced","closed","constant","26.0","0.75","1713002"
"CASE_01714","X2","terminal_block","AC","20.0","10.0","off","closed","constant","26.0","0.75","1714000"
"CASE_01715","X2","terminal_block","AC","20.0","10.0","off","closed","constant","26.0","0.75","1715001"
"CASE_01716","X2","terminal_block","AC","20.0","10.0","off","closed","constant","26.0","0.75","1716002"
"CASE_01717","X2","terminal_block","AC","20.0","20.0","normal","closed","constant","26.0","0.75","1717000"
"CASE_01718","X2","terminal_block","AC","20.0","20.0","normal","closed","constant","26.0","0.75","1718001"
"CASE_01719","X2","terminal_block","AC","20.0","20.0","normal","closed","constant","26.0","0.75","1719002"
"CASE_01720","X2","terminal_block","AC","20.0","20.0","reduced","closed","constant","26.0","0.75","1720000"
"CASE_01721","X2","terminal_block","AC","20.0","20.0","reduced","closed","constant","26.0","0.75","1721001"
"CASE_01722","X2","terminal_block","AC","20.0","20.0","reduced","closed","constant","26.0","0.75","1722002"
"CASE_01723","X2","terminal_block","AC","20.0","20.0","forced","closed","constant","26.0","0.75","1723000"
"CASE_01724","X2","terminal_block","AC","20.0","20.0","forced","closed","constant","26.0","0.75","1724001"
"CASE_01725","X2","terminal_block","AC","20.0","20.0","forced","closed","constant","26.0","0.75","1725002"
"CASE_01726","X2","terminal_block","AC","20.0","20.0","off","closed","constant","26.0","0.75","1726000"
"CASE_01727","X2","terminal_block","AC","20.0","20.0","off","closed","constant","26.0","0.75","1727001"
"CASE_01728","X2","terminal_block","AC","20.0","20.0","off","closed","constant","26.0","0.75","1728002"
"CASE_01729","X2","terminal_block","AC","20.0","30.0","normal","closed","constant","26.0","0.75","1729000"
"CASE_01730","X2","terminal_block","AC","20.0","30.0","normal","closed","constant","26.0","0.75","1730001"
"CASE_01731","X2","terminal_block","AC","20.0","30.0","normal","closed","constant","26.0","0.75","1731002"
"CASE_01732","X2","terminal_block","AC","20.0","30.0","reduced","closed","constant","26.0","0.75","1732000"
"CASE_01733","X2","terminal_block","AC","20.0","30.0","reduced","closed","constant","26.0","0.75","1733001"
"CASE_01734","X2","terminal_block","AC","20.0","30.0","reduced","closed","constant","26.0","0.75","1734002"
"CASE_01735","X2","terminal_block","AC","20.0","30.0","forced","closed","constant","26.0","0.75","1735000"
"CASE_01736","X2","terminal_block","AC","20.0","30.0","forced","closed","constant","26.0","0.75","1736001"
"CASE_01737","X2","terminal_block","AC","20.0","30.0","forced","closed","constant","26.0","0.75","1737002"
"CASE_01738","X2","terminal_block","AC","20.0","30.0","off","closed","constant","26.0","0.75","1738000"
"CASE_01739","X2","terminal_block","AC","20.0","30.0","off","closed","constant","26.0","0.75","1739001"
"CASE_01740","X2","terminal_block","AC","20.0","30.0","off","closed","constant","26.0","0.75","1740002"
"CASE_01741","X2","terminal_block","AC","25.0","0.0","normal","closed","constant","26.0","0.75","1741000"
"CASE_01742","X2","terminal_block","AC","25.0","0.0","normal","closed","constant","26.0","0.75","1742001"
"CASE_01743","X2","terminal_block","AC","25.0","0.0","normal","closed","constant","26.0","0.75","1743002"
"CASE_01744","X2","terminal_block","AC","25.0","0.0","reduced","closed","constant","26.0","0.75","1744000"
"CASE_01745","X2","terminal_block","AC","25.0","0.0","reduced","closed","constant","26.0","0.75","1745001"
"CASE_01746","X2","terminal_block","AC","25.0","0.0","reduced","closed","constant","26.0","0.75","1746002"
"CASE_01747","X2","terminal_block","AC","25.0","0.0","forced","closed","constant","26.0","0.75","1747000"
"CASE_01748","X2","terminal_block","AC","25.0","0.0","forced","closed","constant","26.0","0.75","1748001"
"CASE_01749","X2","terminal_block","AC","25.0","0.0","forced","closed","constant","26.0","0.75","1749002"
"CASE_01750","X2","terminal_block","AC","25.0","0.0","off","closed","constant","26.0","0.75","1750000"
"CASE_01751","X2","terminal_block","AC","25.0","0.0","off","closed","constant","26.0","0.75","1751001"
"CASE_01752","X2","terminal_block","AC","25.0","0.0","off","closed","constant","26.0","0.75","1752002"
"CASE_01753","X2","terminal_block","AC","25.0","5.0","normal","closed","constant","26.0","0.75","1753000"
"CASE_01754","X2","terminal_block","AC","25.0","5.0","normal","closed","constant","26.0","0.75","1754001"
"CASE_01755","X2","terminal_block","AC","25.0","5.0","normal","closed","constant","26.0","0.75","1755002"
"CASE_01756","X2","terminal_block","AC","25.0","5.0","reduced","closed","constant","26.0","0.75","1756000"
"CASE_01757","X2","terminal_block","AC","25.0","5.0","reduced","closed","constant","26.0","0.75","1757001"
"CASE_01758","X2","terminal_block","AC","25.0","5.0","reduced","closed","constant","26.0","0.75","1758002"
"CASE_01759","X2","terminal_block","AC","25.0","5.0","forced","closed","constant","26.0","0.75","1759000"
"CASE_01760","X2","terminal_block","AC","25.0","5.0","forced","closed","constant","26.0","0.75","1760001"
"CASE_01761","X2","terminal_block","AC","25.0","5.0","forced","closed","constant","26.0","0.75","1761002"
"CASE_01762","X2","terminal_block","AC","25.0","5.0","off","closed","constant","26.0","0.75","1762000"
"CASE_01763","X2","terminal_block","AC","25.0","5.0","off","closed","constant","26.0","0.75","1763001"
